SMILES,Code
CCCC[C@H](NC(=O)CCCCCNC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N1C[C@@H](N)C[C@H]1C(N)=O,22-11-28
CN(C)C[C@H]([C@@H](O)c1ccccc1)c1ccc2ccccc2c1,10-21-25
CC(C)COCC(O)CNC(C)(C)C,9-19-16
CC(C)=CC[C@H]1C[C@@]23C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c4ccc(O)c(O)c4)=C2OC1(C)C)C3=O,25-16-8
CC1(C)C(NC(=O)OCCCc2cnc[nH]2)C1(C)C,16-18-26
COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1,9-27-30
Brc1cccc(c1)C1CC(c2ccccc2)n2nnnc2N1,11-19-30
CC(N1C(=S)S\C(=C\c2cccc(Br)c2)C1=O)C(O)=O,17-16-19
COc1cc(NS(=O)(=O)c2ccc3N(CCc3c2)C(C)=O)ccc1-n1nc(C)cc1C,11-25-22
COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)N1CCC(O)CC1,16-29-5
NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)[C@@H](Cc2ccc(CP(O)(O)=O)cc2)NC(=O)Cn2cc(CCCNC1=O)nn2,22-8-19
C[C@]1(COCCCCOC[C@H](NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)C(O)=O)NC(=O)c1cc(Cl)cc(Cl)c1,23-21-13
ONC(=O)CCCCCCn1cc(cn1)-c1ncnc2[nH]ccc12,13-1-30
[O-]S(=O)(=O)OC[C@H]1O[C@H](OCCCn2cc(nn2)-c2ccccc2)[C@@H](O[C@H]2O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]4O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]4OS([O-])(=O)=O)[C@@H]3OS([O-])(=O)=O)[C@@H]2OS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O,14-3-28
O=C(OC[C@H](C1CCNCC1)n1c(nc2ccccc12)-c1ccccc1)C1CCN(CC1)c1nc2ccccc2n1Cc1ccsc1,19-10-24
CCCn1nc(c(C(O)=O)c1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1)C(C)(C)C,20-10-27
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,5-20-28
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2|C(=O)Nc3ccc(OC)cc23)c1C,25-17-5
NC(=O)c1ccc2ccccc2c1,14-22-12
OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](OC(=O)c3ccccc3)[C@H]2O)[C@H](O)[C@@H](OC(=O)c2ccccc2)[C@H]1O,18-14-6
C(Cc1cnc(CCC(c2ccccc2)c2ccccc2)[nH]1)NCCc1ccccn1,4-30-26
CN(C)c1ccc(Nc2nccc(n2)-c2sc(N)nc2C)cc1,23-27-9
COc1ccccc1-c1nnc2SC(CC([O-])=O)C(=Nn12)c1ccc(Cl)cc1,19-16-29
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)[C@@H](CC[C@@]35O)NC(=O)c1cccc(I)c1,18-1-31
CN1CCc2ccccc2Cc2ccccc2CC1,4-25-28
Cn1c2cc([nH]c2c(=O)n(C)c1=O)-c1ccc(OCC(=O)Nc2ccccc2)cc1,20-25-13
C=CC(=O)N1CCC(CC1)c1nc2ccccc2n1Cc1ccccc1,22-14-11
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](COC(=O)C4CCCCCC4)CN3C)c3cccc1c23,11-22-30
NC(=N)SCc1c(F)cccc1Cl,10-19-22
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(cc1)-c1n[nH]c(=S)n1C)C(C)(C)C,25-23-14
CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CCSC)C(O)=O,21-7-20
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)nc(NCCc3ccc(CCC(=O)Nc4ccc(OC(C)=O)c(c4)[N+]([O-])=O)cc3)nc12,14-25-23
Cc1nc(C(=O)N2CCC[C@H]2Cc2nnc(o2)-c2ccccc2)c(s1)-c1ccccc1F,17-22-13
NC1CC(N)C(OC2OC(CNC(=O)C(CCCNC(N)=N)NC(=O)c3ccc4ccc5cccc6ccc3c4c56)C(O)C(O)C2N)C(O)C1O,15-8-8
NC(Cc1c[nH]c2ccccc12)C(N)=O,7-17-11
NS(=O)(=O)c1ccc(SCCO)cc1,16-1-14
NCCCC[C@H](NC(=O)[C@H](Cc1ccc(F)c(F)c1)NC(=O)[C@H]1CCCN1C(=O)CCCCCNC(=O)[C@@H]1CC[C@@H]2N(CCc3c2[nH]c2ccccc32)C1)C(N)=O,26-14-24
COc1nc2ccc(cc2c(Cl)c1C)C(O)(c1cnnn1C)c1ccc(C)nc1C,10-14-30
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(cc(c4)C(F)(F)F)C(=O)N4CCOCC4)c3)c2cc1OC,29-20-17
Cc1c(Cc2c(CCO)nc3c(cc(nn23)N2CCOCC2)-c2c[nH]cn2)cccc1C(F)(F)F,24-14-22
Oc1cc(ccc1C(=O)NCc1c(Cl)c(Cl)cc2Oc3cc(Cl)c(Cl)cc3Oc12)N=[N]#N,17-23-5
Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC3CCCCC3)c2[nH]c1=O,15-22-13
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,23-1-20
CC1(C)CCC(C)(C)c2cc(ccc12)[C@@H](O)c1ccc2cc(ccc2c1)C(O)=O,15-13-29
CN(C)[C@H]1CN(Cc2c(C)cccc2F)C[C@@H]1c1ccc(cc1)S(C)(=O)=O,14-19-21
NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(O)=O,26-3-14
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(nn4-c4ccccc4)C(F)(F)F)c3)c2cc1OC,30-22-14
NS(=O)(=O)c1c(F)c(F)c(c(NC2CCCCCCC2)c1F)S(=O)(=O)CCO,26-2-7
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,21-20-27
ONC(=N)c1ccc(OCCCc2cnc[nH]2)cc1,14-10-26
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(nn4-c4ccccc4Cl)C(C)(C)C)c3)c2cc1OC,30-18-8
COc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(O)=O,21-9-22
CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,8-1-11
CCCCN(CC(=O)NCc1ccccc1)C(=O)CCCCCn1ccnc1\C=N\O,21-4-20
CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12,2-26-22
ON(CCC(c1ccc(Cl)c(Cl)c1)P(O)(O)=O)C(=O)c1cccc(Cn2cncn2)c1,16-12-22
CC(C)Oc1c(Cl)c2cc(ccc2nc1N1CCC1)[C@](O)(c1cncn1C)c1ccc(Cl)cc1,6-15-30
COc1ccc(CCNCC(O)COc2ccc(cc2)-c2ncc([nH]2)C(F)(F)F)cc1OC,9-28-30
CN(C)C[C@H]([C@@H](O)C(C)(C)C)c1ccccc1,8-18-26
C[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1,1-23-29
Oc1ccccc1-c1cc(-c2ccccc2)c(C#N)c(=O)[nH]1,12-27-7
CC1(C)CCC(C)(C)c2cc(ccc12)C(O)c1ccc2cc(ccc2c1)C(O)=O,15-13-29
COc1ccc(Br)cc1CN1CCCC(C1)C(=O)N1CCCCC1,17-18-22
CNC(=O)CSc1nc2c(nc(N)[nH]c2=O)[nH]1,18-18-9
CCN(C)S(=O)(=O)Nc1cc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c(F)c1,23-21-6
Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(c2)C(N)=O)n1,28-27-12
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(C)=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(N)=O,20-2-15
CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O,12-0-15
CC1=NN(C(O)C1\N=N\c1ccc(cc1)S(=O)(=O)Nc1ncccn1)C(=O)c1ccc(Cl)cc1,23-20-21
CCc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(C1CN(C1)C(=O)OC(C)(C)C)c1cnnn1C,14-10-23
COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)-n1cccn1)C(O)(c1ccc(cc1)C(F)(F)F)c1cccnc1,14-12-29
Cc1ccc(\C=N\NC(=O)c2ccccc2Oc2ccccc2)o1,14-15-16
CCc1nnc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)s1,13-23-11
[Br-].[Br-].NC(=O)c1cc[n+](CCCCC[n+]2cccc(NC(=O)\C=N|O)c2)cc1,12-29-13
ONC(=O)CCCCCCC(=O)Nc1ccc(c(c1)C(O)=O)-c1c2ccc(O)cc2oc2cc(=O)ccc12,9-13-21
CCCCN(Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1)c1ncnc2ccc(cc12)C(=O)OC,25-11-28
C(OCc1cnc[nH]1)C1CCCCC1,14-20-26
COc1nc2ccc(cc2c(Cl)c1OC)C(O)(c1cnc(C)n1C)c1cnc(C)n1C,9-14-29
Nc1ccc2nnc(-c3ccccc3)n2n1,17-19-9
OC(CNCCNC(=O)CCCCCNC(=O)COc1ccc(\C=C\c2ccc3C=C4C=CC(c5cccs5)=[N+]4[B-](F)(F)n23)cc1)COc1cccc2[nH]ccc12,14-17-30
CCCn1c(=O)n(C)c2cc([nH]c2c1=O)-c1ccc(OCC(=O)Nc2ccc(cc2)-c2ccccc2)cc1,18-20-26
CN(c1ncccc1CNc1c(cnc2[nH]c(cc12)-c1ccc(F)cc1)C#N)S(C)(=O)=O,19-26-17
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CNC4CCCC4)cc3)nn3cccc23)n[nH]1,27-30-21
NC(NC(=O)CCCc1ccccc1)=NCCCc1cnc[nH]1,18-14-26
CC(C)C[C@H](N(C)C(=O)CN1CCCC[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CCCN=C(N)N)C(C)(C)S)[C@@H](C)O)C1=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(O)=O,23-11-24
COc1cc2c(Sc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)ncnc2cc1OCCN1CCOCC1,31-17-17
C(Oc1ccc(CN2CCCC2)cc1)C1CN(CCO1)C1CCCC1,19-18-30
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(nn4-c4cccnc4C)C(C)(C)C)c3)c2cc1OC,30-20-10
CNC(C)[C@H]1CCC(N)[C@@H](O[C@@H]2C(C[C@@H](NC(=O)OCC3c4ccccc4-c4ccc(cc34)S(O)(=O)=O)C(O[C@H]3OC[C@](C)(O)C(NC)[C@@H]3O)[C@@H]2O)NC(=O)OCC2c3ccccc3-c3ccc(cc23)S(O)(=O)=O)O1,14-5-4
CNc1nc2ccc(cc2o1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12,18-8-13
O=C(Cn1nc(cc(-c2ccc3OCOc3c2)c1=O)-c1ccccc1)N1CCCCC1,22-22-24
CCC(CC)NC=Nc1ccc(cc1)-c1c[nH]cn1,7-22-19
C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(CCCCC=CCN(CC(N)=O)C(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC1=O)C(=O)[C@@H]1CCCN1C(=O)CCCCNC(=S)Nc1ccc2C(=O)OC3(c2c1)c1ccc(O)cc1Oc1cc(O)ccc31,21-11-16
CC(C)[C@H](NC(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(O)=O,20-8-30
CN1CCN(CC1)C1CCN(CC1)C(=O)Nc1cc(Oc2ccc(NC(=O)C3(CC3)C(=O)Nc3ccc(F)cc3)c(F)c2)ccn1,30-24-10
CSCC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1)C(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(O)=O,20-9-19
Cc1noc(n1)-c1ccccc1CN1CCCC2(CCN(CC2)c2cnc3ccccc3n2)C1=O,23-21-26
COC[C@H]1CC[C@H](CC1)N1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,26-15-27
CCOC(=O)\C=C1|CC(CC)(CC)CC(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,24-10-26
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(no4)C(C)(C)F)c3)c2cc1OCCCN1CCS(=O)(=O)CC1,31-17-17
OC(=O)CNC(=O)C(O)=O,16-11-6
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](\C=C(|C)C(O)=O)C(C)C)C(C)(C)SC)C(C)(C)c1ccccc1,21-5-24
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc(NC(C)=O)cc1)NC(=O)[C@@H](Cc1ccc(CNC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,23-3-14
Cc1cc2c(cc1-c1cc(no1)C(O)=O)C(C)(C)CCC2(C)C,17-20-23
COc1ccc(cc1OC)C(=O)Nc1ccc(C)c(NC(=O)c2ccc3nc(C)ccc3c2)c1,15-22-10
COc1cccc(COc2ccccc2-c2cc(CO)on2)c1,16-4-27
CO[C@H]1\C=C\C=C\CCOC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](Cc2cccc(O)c2)NC(=O)[C@@H](NC(=O)[C@H](C)[C@H](OC)[C@H]1C)C(C)C,14-12-6
Oc1ccc(\C=N\C2CCCCC2)c(O)c1,8-17-7
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,4-15-28
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)NC(C)c3ccncc3)c2c1,11-18-15
NCCCCCC(=O)NCc1cccnc1,11-24-17
CSCC[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(O)=O,20-10-18
COCCNC(=O)[C@@H]1CCCN1C(=O)CC1(O)c2ccccc2-c2ccccc12,8-20-25
NC(=O)CC1NC(=O)C2(CCCCC2)NC(=O)C(Cc2ccc(OP(O)(O)=O)cc2)NC(=O)CS(=O)CC(NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O)C(N)=O,21-5-30
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccccc1CCl,7-25-27
OC(=O)COc1ccccc1CC1C2CCC(O2)C1C=NNC(=O)Nc1ccccc1,18-7-24
Cc1cc(C)c(-c2nc(COC34CC5CC(CC(C5)C3)C4)c([nH]2)C(=O)Nc2cccc(c2)C(O)=O)c(C)c1,20-14-27
CN(C)C(=O)CSc1nc2c(nc(N)[nH]c2=O)[nH]1,16-12-10
CCCC[C@H](NC(=O)CCCCCNC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H](N)C[C@H]1C(N)=O,19-6-29
CN1C[C@@H](C[C@@H]2Cc3c(C[C@@H]12)cccc3OS(=O)(=O)C(F)(F)F)C(=O)N1CCN(CC1)c1ccc(cc1)[N+]([O-])=O,13-23-31
COc1ccc(cn1)-c1ccc(NC(=O)Nc2cc(nn2-c2ccc(C)cc2)C(C)(C)C)cc1,24-20-14
CCCc1ccncc1-c1ccc(CO[C@@H]2CC[C@@H]([C@H]2OC\C=C|CCC(O)=O)N2CCCCCC2)cc1,17-6-27
CCN(CC)CCCNc1cc2nc3\C(CCn3c(=O)c2cc1F)=C\c1ccc(OC)c(OC)c1,14-21-21
COc1nc2ccc(cc2c(Cl)c1OC(C)C)[C@@](O)(C1CCN(CC1)C(C)=O)c1ccccc1,12-14-25
CCN(CC)CCOc1ccccc1C(=O)Cc1ccccc1,6-22-23
CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C|[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,16-20-3
CNC=Nc1ccc(cc1)-c1c[nH]cn1,8-26-21
Oc1cc(cc(O)c1O)C(=O)Oc1ccccc1OC(=O)c1cc(O)c(O)c(O)c1,13-23-19
COc1ccc2NCC(CCN(C)C)c2c1,16-11-9
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(nn4-c4ccc(C)cc4)C(C)(C)C)c3)c2cc1OC,30-21-11
ONC(=O)CCCCCn1cc(cn1)-c1ncnc2[nH]ccc12,13-1-30
COc1ccc2NC(N(C3CCN(CCCn4ccnc4-c4ccccc4)CC3)C(=O)c2c1)c1ccccc1F,18-19-30
COc1cc(OC)c2cc(cnc2c1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)cc1,27-23-20
COc1nc2ccc(cc2c(Cl)c1CNC(=O)C1(CCC1)C(F)(F)F)C(O)(c1cnc(C)n1C)c1cnc(C)n1C,15-10-28
Cc1ccc2c(Cl)c(sc2c1)-c1nnc(SCC(O)=O)n1-c1ccc(Cl)c(Cl)c1,16-12-21
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)Nc3ccccn3)c2c1,13-17-15
CC1CN(Cc2cccc(c2)-c2cc(CNC(=O)c3cccc(CN(C)C)c3)ccc2F)CCN1,9-20-29
CC(C)NC(=O)NCCCOc1cccc(CN2CCCCC2)c1,18-21-30
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1cccc(CN(C)C)c1,6-23-28
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(O)=O)cc1CNC(=O)c1ccc(cc1)N1C2CCC1CCC2,11-12-24
NC(=O)c1cccc2CN(C3CCN(CC3)C3CCC(F)(F)CC3)C(=O)c12,23-18-25
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(N)=O,21-6-25
COc1ccc(cc1OC)-c1cnc2c(OC3CCCCC3)snc2c1,13-28-18
COc1cc2c(Sc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)ncnc2cc1OCCCN1CCN(C)CC1,31-20-17
FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(=O)N1CCN(CC2=NOC(CN3CCOCC3)C2)C[C@H]1Cc1c[nH]c2ccccc12,25-12-28
CC1C\C(CC(C)(C)C1)=N\OCC(O)CNC(C)(C)C,6-23-22
COc1ccc(CCNCC(O)COc2ccc(CCc3nc(c[nH]3)-c3cccs3)cc2)cc1OC,8-29-30
CC(N)C(=O)OCc1nc2c(N)cc(nn2c1Nc1cccc(c1C)C(F)(F)F)N1CCOCC1,27-15-19
Clc1ccc(cc1)S(=O)(=O)NCCc1cccc(CC2C(=O)CCC2=O)c1,11-20-15
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)ncnc2cc1OCC1CCN(C)CC1,31-15-18
CCN(CC)c1nc2ccc(cc2c(c1Oc1ccc(Cl)cc1)C(F)(F)F)C(O)(c1cncn1C)c1ccc(Cl)cc1,7-15-30
Cc1c(Nc2c(CO)nc3c(cc(nn23)N2CCOCC2)C(N)=O)cccc1C(F)(F)F,27-16-18
Cc1nn(nc1C(N)=O)-c1ccccc1,19-19-12
CCOC(=O)Cn1nc(cc1NC(=O)Nc1cccc(Oc2ncnc3cc(OCCOC)c(OC)cc23)c1)C(C)(C)C,31-24-13
CC1(CCCN(CCc2ccccc2)C1)c1cccc(O)c1,11-19-29
COc1cc2cc(cnc2cc1OCCN(C)CCO)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,28-22-24
C[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H]2CCCCN2C(=O)[C@@H](CC(O)=O)NC(=O)CN(C)C(=O)[C@@H]2CCCN2C(=O)c2cc3cc(c2)C(=O)NC[C@H](NC(=O)CCNC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CNC3=O)C(=O)N[C@@H](CCCCN)C(O)=O,22-6-11
CC(Oc1c(Cl)cc(cc1Cl)C(\C)=N\OCC(O)CNC(C)(C)C)C1=NCCN1,13-17-22
OC[C@H]1O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)n2cc(nn2)-c2cc(F)c(F)c(F)c2)[C@H](O)[C@H]([C@H]1O)n1cc(CNC(=O)c2ccc3c(c2)C(=O)OC32c3ccc(O)cc3Oc3cc(O)ccc23)nn1,14-18-16
OC(=O)CCn1nc(ccc1=O)-c1cccnc1,11-7-9
CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@H]1CCCN1C(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(N)=O,21-13-23
C[C@H](O)[C@H]1NC(=O)[C@@H](NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)c2cc3cc(c2)C(=O)NC[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](Cc2ccc4ccccc4c2)NC(=O)[C@H]2CCCCN2C1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CNC3=O)C(=O)N[C@@H](CCCCN)C(O)=O)c1ccccc1,14-12-2
CCOc1ccc2nc(sc2c1)S(N)(=O)=O,20-8-7
Oc1cc(OCc2ccccc2)ccc1\C=C1|CCn2c1nc1cc(NCCCN3CCOCC3)c(F)cc1c2=O,16-21-20
COc1cc2ncnc(Oc3ccc(Cl)c(NC(=O)Nc4cc(nn4-c4ccccc4)C(F)(F)F)c3)c2cc1OC,29-21-9
